route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
5772807031,0,BlaBlaCar Bus,Bordeaux City Centre > Montauban Sud > Toulouse > Béziers > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
8755762314,0,BlaBlaCar Bus,Bordeaux City Centre > Montauban Sud > Toulouse > Béziers > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
4386899270,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
3487893792,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
6350832035,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
8558700024,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
8403124882,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
2304656297,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
8438944084,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
5537194976,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
8703760683,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
2036174829,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
9003478804,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
7892427736,0,BlaBlaCar Bus,Paris City Centre - Bercy Seine > Brive-la-Gaillarde > Montauban Sud > Toulouse,3,"",f25455,ffffff
5504474754,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
3929054412,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
1370491417,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
9934768676,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
6681824968,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
7936875215,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
6813342194,0,BlaBlaCar Bus,Toulouse > Montauban Sud > Brive-la-Gaillarde > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
5135437135,0,BlaBlaCar Bus,Essen > Dusseldorf > Cologne - Airport > Lichtenbusch - Allemagne > Lichtenbusch - Belgique > Liège > Brussels City Center - Midi Train station > Camphin en Pévèle - Belgique > Camphin en Pévèle - France > Lille > Paris - Roissy Charles De Gaulle Airport > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
7792625346,0,BlaBlaCar Bus,Essen > Dusseldorf > Cologne - Airport > Lichtenbusch - Allemagne > Lichtenbusch - Belgique > Liège > Brussels City Center - Midi Train station > Camphin en Pévèle - Belgique > Camphin en Pévèle - France > Lille > Paris - Roissy Charles De Gaulle Airport > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
8662907156,0,BlaBlaCar Bus,Essen > Dusseldorf > Cologne - Airport > Lichtenbusch - Allemagne > Lichtenbusch - Belgique > Liège > Brussels City Center - Midi Train station > Camphin en Pévèle - Belgique > Camphin en Pévèle - France > Lille > Paris - Roissy Charles De Gaulle Airport > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
0135283834,0,BlaBlaCar Bus,Essen > Dusseldorf > Cologne - Airport > Lichtenbusch - Allemagne > Lichtenbusch - Belgique > Liège > Brussels City Center - Midi Train station > Camphin en Pévèle - Belgique > Camphin en Pévèle - France > Lille > Paris - Roissy Charles De Gaulle Airport > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
3952380539,0,BlaBlaCar Bus,Essen > Dusseldorf > Cologne - Airport > Lichtenbusch - Allemagne > Lichtenbusch - Belgique > Liège > Brussels City Center - Midi Train station > Camphin en Pévèle - Belgique > Camphin en Pévèle - France > Lille > Paris - Roissy Charles De Gaulle Airport > Paris City Centre - Bercy Seine,3,"",f25455,ffffff
