service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2045079603,1,1,1,1,1,1,1,20251215,20251221
3298077562,1,1,1,1,1,1,1,20251222,20260104
8189392838,1,1,1,1,1,1,1,20260105,20260111
1164376007,1,1,1,1,1,1,1,20260330,20260929
6737276619,1,1,1,1,1,1,1,20251215,20251221
1824196002,1,1,1,1,1,1,1,20251222,20260104
3871933375,1,1,1,1,1,1,1,20260105,20260111
0447346674,1,1,1,1,1,1,1,20260330,20260929
7829950255,1,0,0,0,1,1,1,20251203,20251215
6722334014,0,0,0,1,1,1,1,20251203,20251214
7937914810,0,0,1,1,1,1,0,20251203,20251214
2737891931,0,0,0,0,0,1,0,20251203,20251214
4801549403,1,0,0,0,0,0,0,20251203,20251221
9160610571,1,1,1,1,1,1,1,20251203,20251221
7927026646,1,1,1,1,1,1,1,20251222,20260104
8357522113,1,1,1,1,1,1,1,20260105,20260215
2944598012,1,1,1,1,1,1,1,20260216,20260309
0428752811,1,1,1,1,1,1,1,20260310,20260329
2391600729,1,1,1,1,1,1,1,20251203,20251221
5498180305,1,1,1,1,1,1,1,20251222,20260104
9505240308,1,1,1,1,1,1,1,20260105,20260215
3742894591,1,1,1,1,1,1,1,20260216,20260308
4253947593,1,1,1,1,1,1,1,20260309,20260329
7822671156,1,1,1,1,1,1,1,20251203,20251214
7391641195,1,1,1,1,1,1,1,20251215,20251221
6428752594,1,1,1,1,1,1,1,20251222,20260103
0601784372,1,1,1,1,1,1,1,20251203,20251214
0342716090,1,1,1,1,1,1,1,20251215,20251221
5857680261,1,1,1,1,1,1,1,20251222,20260104
3507298187,1,1,1,1,1,1,1,20260105,20260106
7197968319,1,1,1,1,1,1,1,20251203,20251214
2073185025,1,1,1,1,1,1,1,20251215,20251221
3766277894,1,1,1,1,1,1,1,20251222,20260104
9329422356,1,1,1,1,1,1,1,20260105,20260111
8158004465,1,1,1,1,1,1,1,20260112,20260329
5284274442,1,1,1,1,1,1,1,20251203,20251214
1466248864,1,1,1,1,1,1,1,20251215,20251221
8777358416,1,1,1,1,1,1,1,20251222,20260104
3734378134,1,1,1,1,1,1,1,20260105,20260329
6694501280,0,0,0,0,0,1,0,20251203,20251214
1154045109,0,0,0,0,0,0,1,20251203,20251214
3532256467,1,1,1,1,1,1,1,20251215,20251221
3957696197,1,1,1,1,1,1,1,20251222,20260104
6951984755,1,1,1,1,1,1,1,20251215,20251221
9591729803,1,1,1,1,1,1,1,20251222,20260104
9877417339,1,1,1,1,1,1,1,20260105,20260111
9023781054,1,1,1,1,1,1,1,20260112,20260215
2037779838,1,1,1,1,1,1,1,20260216,20260328
0196036704,1,1,1,1,1,1,1,20260328,20260328
5174425260,1,1,1,1,1,1,1,20260330,20260929
8369368599,1,1,1,1,1,1,1,20260112,20260222
5164220117,1,1,1,1,1,1,1,20260223,20260315
1937919404,1,1,1,1,1,1,1,20260316,20260328
7146633611,1,1,1,1,1,1,1,20260328,20260328
5564341244,1,1,1,1,1,1,1,20260330,20260929
7536699739,1,1,1,1,1,1,1,20251215,20251221
7466332243,1,1,1,1,1,1,1,20251222,20260104
8521948429,1,1,1,1,1,1,1,20260105,20260329
2339697878,1,1,1,1,1,1,1,20260330,20260929
9961195466,1,1,1,1,1,1,1,20251215,20251221
1784532493,1,1,1,1,1,1,1,20251222,20260104
8820527668,1,1,1,1,1,1,1,20260105,20260329
3464654251,1,1,1,1,1,1,1,20260330,20260929
4453020416,1,1,1,1,1,1,1,20251215,20251221
3041281356,1,1,1,1,1,1,1,20251222,20260104
1381213324,1,1,1,1,1,1,1,20260105,20260215
8307473619,1,1,1,1,1,1,1,20260216,20260329
8080893355,1,1,1,1,1,1,1,20260330,20260929
0744636100,1,1,1,1,1,1,1,20251215,20251221
2377416874,1,1,1,1,1,1,1,20251222,20260104
8388739403,1,1,1,1,1,1,1,20260105,20260215
2892717174,1,1,1,1,1,1,1,20260216,20260329
6234804556,1,1,1,1,1,1,1,20260330,20260929
9271421945,1,1,1,1,1,1,1,20251215,20251221
9842445370,1,1,1,1,1,1,1,20251222,20260104
5836212689,1,1,1,1,1,1,1,20260105,20260329
1102324365,1,1,1,1,1,1,1,20260330,20260929
4724367372,1,1,1,1,1,1,1,20251215,20251221
3506078151,1,1,1,1,1,1,1,20251222,20260104
8637234920,1,1,1,1,1,1,1,20260105,20260329
8510699004,1,1,1,1,1,1,1,20260330,20260929
3428526308,1,1,1,1,1,1,1,20251215,20260329
2673898398,1,1,1,1,1,1,1,20260330,20260929
3508418915,1,1,1,1,1,1,1,20251215,20260329
7595096591,1,1,1,1,1,1,1,20260330,20260929
2826595443,1,1,1,1,1,1,1,20251215,20251221
2226204582,1,1,1,1,1,1,1,20251222,20260104
0550033793,1,1,1,1,1,1,1,20260105,20260111
7994869923,1,1,1,1,1,1,1,20260112,20260329
9503253624,1,1,1,1,1,1,1,20260330,20260929
5480153345,1,1,1,1,1,1,1,20251215,20260104
9975066109,1,1,1,1,1,1,1,20260105,20260329
1455120183,1,1,1,1,1,1,1,20260330,20260929
2666966045,1,1,1,1,1,1,1,20251215,20251215
7414152600,1,1,1,1,1,1,1,20251216,20260329
5978689623,1,1,1,1,1,1,1,20260330,20260929
8018389074,1,1,1,1,1,1,1,20251215,20251215
4532006761,1,1,1,1,1,1,1,20251216,20260329
8664055760,1,1,1,1,1,1,1,20260330,20260929
4366857717,1,1,1,1,1,1,1,20251215,20251221
8321947641,1,1,1,1,1,1,1,20251222,20260104
0952023968,1,1,1,1,1,1,1,20260105,20260111
8593604336,1,1,1,1,1,1,1,20260112,20260208
1933612535,1,1,1,1,1,1,1,20260209,20260215
0348128293,1,1,1,1,1,1,1,20260216,20260301
2553375189,1,1,1,1,1,1,1,20260302,20260329
7893260594,1,1,1,1,1,1,1,20260330,20260929
8770521307,1,1,1,1,1,1,1,20251215,20251221
3753906771,1,1,1,1,1,1,1,20251222,20260104
6470053398,1,1,1,1,1,1,1,20260105,20260208
4068330506,1,1,1,1,1,1,1,20260209,20260215
4401423893,1,1,1,1,1,1,1,20260216,20260301
4801652461,1,1,1,1,1,1,1,20260302,20260329
7197972425,1,1,1,1,1,1,1,20260330,20260929
5926959121,1,1,1,1,1,1,1,20251215,20251221
5474747432,1,1,1,1,1,1,1,20251222,20260104
9912328281,1,1,1,1,1,1,1,20260105,20260329
1481832493,1,1,1,1,1,1,1,20251215,20251221
4103696877,1,1,1,1,1,1,1,20251222,20260104
5964404371,1,1,1,1,1,1,1,20260105,20260329
7073907894,1,1,1,1,1,1,1,20251215,20251221
